Application Number,Authorization Number,File Number,Interim Licence Number,Authorization Status,Authorization Status Date,Authorization Holder,Authorization Issue Date,Authorization Effective Date,Authorization Expiry Date,Authorization Type,Allocation Purpose,Allocation Classification,Allocation Sub Classification,Allocation Specific Classification,Allocation Point Type,Allocation Status Date,Allocation Number,Allocation Type,Allocation Status,Allocation Priority Number,Allocation Water Body,Allocation Diversion Rate,Allocation Diversion Rate Units,Allocation Diversion Quantity (M3),Allocation Consumptive Use (M3),Allocation Losses (M3),Allocation Return Flow (M3),Allocation Centroid ATS,Allocation Production Interval Upper (M),Allocation Production Interval Lower (M),Allocation Production Well ID,Allocation Irrigable Area (HA),Allocation River Sub Basin Code,Allocation River Sub Basin,Allocation River Basin,Allocation Latitude,Allocation Longitude,Authorization Regulator,Legacy Authorization Number,AuthorizationNumber,PdfHyperlink,DocumentID,PdfFound,PdfSource,LastChecked
33686913,10003241,,,Active,2025-10-28 15:10:37,Spartan Delta Corp.,2025-10-28 00:00:00,2025-10-28 00:00:00,2025-12-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-10-28 15:10:37,AER0106559,Surface Water,Active,,Borrow Pit,0.125,Cubic Metres Per Second,25000.0,25000.0,,,NW-30-042-04-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6494,-114.5667,Alberta Energy Regulator,,10003241,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10003241,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:04
33551445,10002269,,,Active,2025-06-25 15:11:41,Baytex Energy Ltd.,2025-06-25 00:00:00,2025-06-20 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Drilling (Conventional & Vertical Fracturing),Point of diversion,2025-06-25 15:11:41,AER0101111,Surface Water,Active,,Dugout,0.05,Cubic Metres Per Second,3000.0,3000.0,,,SE-34-044-02-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.8345,-114.2035,Alberta Energy Regulator,,10002269,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002269,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:35
33559142,10002356,,,Active,2025-07-09 16:39:14,Spartan Delta Corp.,2025-07-09 00:00:00,2025-07-16 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-07-09 16:39:14,AER0101491,,Active,,,,,,,,,SE-15-044-03-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.7878,-114.343,Alberta Energy Regulator,,10002356,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002356,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:39
33715265,10002696,,,Active,2025-10-29 16:07:55,Spartan Delta Corp.,2025-08-26 00:00:00,2025-08-26 00:00:00,2026-02-27 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-10-29 16:07:55,AER0102256,Surface Water,Active,,Medicine River,0.15,Cubic Metres Per Second,200000.0,200000.0,,,SE-21-042-04-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6282,-114.513,Alberta Energy Regulator,,10002696,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002696,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:51
33573584,10002459,,,Active,2025-07-23 15:35:08,Baytex Energy Ltd.,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Drilling (Conventional & Vertical Fracturing),Point of use,2025-07-23 15:35:08,AER0102296,,Active,,,,,,,,,SE-25-044-02-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.8196,-114.1498,Alberta Energy Regulator,,10002459,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002459,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:42
33573675,10002458,,,Active,2025-07-23 15:34:14,Baytex Energy Ltd.,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Drilling (Conventional & Vertical Fracturing),Point of use,2025-07-23 15:34:14,AER0102321,,Active,,,,,,,,,NE-03-045-02-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.8527,-114.2039,Alberta Energy Regulator,,10002458,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002458,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:41
33573825,10002490,,,Active,2025-07-28 14:58:54.000001,Tourmaline Oil Corp.,2025-07-28 00:00:00,2025-08-01 00:00:00,2026-03-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-07-28 14:58:54.000001,AER0102352,Surface Water,Active,,Dugout,0.15,Cubic Metres Per Second,35000.0,35000.0,,,NW-09-040-06-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.4297,-114.8153,Alberta Energy Regulator,,10002490,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002490,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:43
33586056,10002560,,,Active,2025-08-06 14:26:25,Tourmaline Oil Corp.,2025-08-06 00:00:00,2025-08-06 00:00:00,2026-02-27 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-08-06 14:26:25,AER0102799,,Active,,,,,,,,,NW-07-040-06-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.4296,-114.8639,Alberta Energy Regulator,,10002560,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002560,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:45
33595468,10002617,,,Active,2025-08-15 11:38:02,Tourmaline Oil Corp.,2025-08-15 00:00:00,2025-08-18 00:00:00,2026-03-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-08-15 11:38:02,AER0103075,,Active,,,,,,,,,SW-36-040-05-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.4836,-114.6004,Alberta Energy Regulator,,10002617,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002617,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:48
33595493,10002570,,,Active,2025-08-07 11:39:04,Tourmaline Oil Corp.,2025-08-07 00:00:00,2025-08-18 00:00:00,2026-03-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-08-07 11:39:04,AER0103079,,Active,,,,,,,,,SW-36-040-05-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.4835,-114.6003,Alberta Energy Regulator,,10002570,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002570,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:46
33604907,10002632,,,Active,2025-08-18 13:54:30,Lotus Creek Exploration Inc.,2025-08-18 00:00:00,2025-09-20 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-08-18 13:54:30,AER0103314,Surface Water,Active,,Unnamed Lake,0.1,Cubic Metres Per Second,12000.0,12000.0,,,SW-25-042-05-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6404,-114.5975,Alberta Energy Regulator,,10002632,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002632,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:49
33606853,10002667,,,Active,2025-08-21 08:59:02.000001,Paramount Resources Ltd.,2025-08-21 00:00:00,2025-08-25 00:00:00,2026-02-27 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-08-21 08:59:02.000001,AER0103350,,Active,,,,,,,,,SW-02-040-06-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.4095,-114.7651,Alberta Energy Regulator,,10002667,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002667,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:50
33621435,10002738,,,Active,2025-09-02 10:53:24,Entrada Resources Inc.,2025-09-02 00:00:00,2025-09-01 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-09-02 10:53:24,AER0104052,Surface Water,Active,,Dugout,0.1,Cubic Metres Per Second,5000.0,5000.0,,,SE-34-041-06-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.5734,-114.7722,Alberta Energy Regulator,,10002738,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002738,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:52
33632444,10002804,,,Active,2025-09-09 13:26:40,Spartan Delta Corp.,2025-09-09 00:00:00,2025-09-09 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-09-09 13:26:40,AER0104476,Surface Water,Active,,Dugout,0.03,Cubic Metres Per Second,4000.0,4000.0,,,NW-06-044-03-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.7673,-114.4328,Alberta Energy Regulator,,10002804,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002804,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:55
33728634,10002827,,,Active,2025-11-12 13:39:13,Parallax Energy Operating Inc.,2025-09-11 00:00:00,2025-11-14 00:00:00,2026-11-13 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-11-12 13:39:13,AER0104774,,Active,,,,,,,,,SE-10-038-28-W4,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.2515,-113.9183,Alberta Energy Regulator,,10002827,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002827,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:55
33728634,10002827,,,Active,2025-11-12 13:39:13,Parallax Energy Operating Inc.,2025-09-11 00:00:00,2025-11-14 00:00:00,2026-11-13 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-11-12 13:39:13,AER0104775,,Active,,,,,,,,,SE-03-039-28-W4,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.3234,-113.9456,Alberta Energy Regulator,,10002827,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002827,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:55
33728634,10002827,,,Active,2025-11-12 13:39:13,Parallax Energy Operating Inc.,2025-09-11 00:00:00,2025-11-14 00:00:00,2026-11-13 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-11-12 13:39:13,AER0104778,,Active,,,,,,,,,NW-15-038-28-W4,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.2692,-113.9243,Alberta Energy Regulator,,10002827,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002827,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:55
33659981,10002992,,,Active,2025-09-26 17:43:45.000001,Highwood Asset Management Ltd.,2025-09-26 00:00:00,2025-10-01 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-09-26 17:43:45.000001,AER0105706,,Active,,,,,,,,,NW-27-042-05-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6499,-114.6485,Alberta Energy Regulator,,10002992,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002992,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:02
33662055,10002999,,,Active,2025-09-26 18:09:53,Lotus Creek Exploration Inc.,2025-09-26 00:00:00,2025-09-26 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-09-26 18:09:53,AER0105784,,Active,,,,,,,,,NW-21-042-05-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6344,-114.6648,Alberta Energy Regulator,,10002999,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002999,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:02
33714375,10003300,,,Active,2025-11-06 12:21:15,Spartan Delta Corp.,2025-11-06 00:00:00,2025-11-06 00:00:00,2025-12-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-11-06 12:21:15,AER0108495,Groundwater,Active,,Paskapoo Aquifer - Haynes Member,704.0,Cubic Metres Per Day,3650.0,3650.0,,,NE-02-043-04-W5,356.1,390.7,1590455,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6826,-114.4649,Alberta Energy Regulator,,10003300,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10003300,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:06
33528918,10002788,,,Active,2025-09-08 14:45:04,Spartan Delta Corp.,2025-09-08 00:00:00,2025-09-08 00:00:00,2026-06-01 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-09-08 14:45:04,AER0100099,,Active,,,,,,,,,SE-15-044-03-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.7902,-114.3501,Alberta Energy Regulator,,10002788,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002788,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:53
33532340,10002213,,,Active,2025-06-17 10:09:03,Baytex Energy Ltd.,2025-06-17 00:00:00,2025-06-15 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-06-17 10:09:03,AER0100347,Surface Water,Active,,Surface Runoff,0.2,Cubic Metres Per Second,25000.0,25000.0,,,NE-28-042-02-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6534,-114.2215,Alberta Energy Regulator,,10002213,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002213,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:34
33563572,10002430,,,Active,2025-07-21 14:51:37,Baytex Energy Ltd.,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Drilling (Conventional & Vertical Fracturing),Point of diversion,2025-07-21 14:51:37,AER0101662,Surface Water,Active,,Gravel Pit,0.05,Cubic Metres Per Second,2000.0,2000.0,,,SW-10-045-02-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.8603,-114.2145,Alberta Energy Regulator,,10002430,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002430,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:40
33563572,10002430,,,Active,2025-07-21 14:51:37,Baytex Energy Ltd.,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Drilling (Conventional & Vertical Fracturing),Point of use,2025-07-21 14:51:37,AER0101663,,Active,,,,,,,,,SE-10-045-02-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.8634,-114.2039,Alberta Energy Regulator,,10002430,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002430,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:40
33573584,10002459,,,Active,2025-07-23 15:35:08,Baytex Energy Ltd.,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Drilling (Conventional & Vertical Fracturing),Point of use,2025-07-23 15:35:08,AER0102292,,Active,,,,,,,,,NE-03-045-02-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.8526,-114.2039,Alberta Energy Regulator,,10002459,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002459,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:42
33573584,10002459,,,Active,2025-07-23 15:35:08,Baytex Energy Ltd.,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Drilling (Conventional & Vertical Fracturing),Point of use,2025-07-23 15:35:08,AER0102293,,Active,,,,,,,,,SW-03-045-02-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.8454,-114.2102,Alberta Energy Regulator,,10002459,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002459,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:42
33582988,10002455,,,Active,2025-07-23 08:53:49,Parallax Energy Operating Inc.,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-07-23 08:53:49,AER0102652,,Active,,,,,,,,,SW-20-039-27-W4,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.3673,-113.8568,Alberta Energy Regulator,,10002455,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002455,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:41
33586060,10002559,,,Active,2025-08-06 14:16:35,Tourmaline Oil Corp.,2025-08-06 00:00:00,2025-08-01 00:00:00,2026-02-27 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-08-06 14:16:35,AER0102801,Surface Water,Active,,Dugout,0.15,Cubic Metres Per Second,25000.0,25000.0,,,SW-32-039-06-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.3973,-114.8367,Alberta Energy Regulator,,10002559,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002559,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:45
33629071,10002777,,,Active,2025-09-05 10:59:23,Lotus Creek Exploration Inc.,2025-09-05 00:00:00,2025-09-05 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-09-05 10:59:23,AER0104218,Surface Water,Active,,Dugout,0.1,Cubic Metres Per Second,3000.0,3000.0,,,NE-24-042-05-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6368,-114.5888,Alberta Energy Regulator,,10002777,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002777,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:53
33629071,10002777,,,Active,2025-09-05 10:59:23,Lotus Creek Exploration Inc.,2025-09-05 00:00:00,2025-09-05 00:00:00,2025-12-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-09-05 10:59:23,AER0104219,Surface Water,Active,,Dugout,0.1,Cubic Metres Per Second,4000.0,4000.0,,,NE-24-042-05-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.6364,-114.5807,Alberta Energy Regulator,,10002777,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002777,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:53
33634641,10002835,,,Active,2025-09-12 12:21:13,Parallax Energy Operating Inc.,2025-09-12 00:00:00,2025-09-12 00:00:00,2026-09-09 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-09-12 12:21:13,AER0104779,Surface Water,Active,,Gravel Pit,0.02,Cubic Metres Per Second,10000.0,10000.0,,,NE-02-038-28-W4,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.2445,-113.8889,Alberta Energy Regulator,,10002835,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10002835,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:50:56
33662079,10003002,,,Active,2025-09-27 07:48:28,TAQA North Ltd.,2025-09-27 00:00:00,2025-11-01 00:00:00,2026-04-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-09-27 07:48:28,AER0105785,Surface Water,Active,,Unnamed Lake,0.15,Cubic Metres Per Second,22500.0,22500.0,,,SW-14-038-06-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.2608,-114.758,Alberta Energy Regulator,,10003002,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10003002,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:03
33662079,10003002,,,Active,2025-09-27 07:48:28,TAQA North Ltd.,2025-09-27 00:00:00,2025-11-01 00:00:00,2026-04-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of use,2025-09-27 07:48:28,AER0105786,,Active,,,,,,,,,NW-01-038-06-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.2422,-114.7328,Alberta Energy Regulator,,10003002,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=10003002,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:03
